p bs_error_test bs_bias bs_var 
1 4.3203e-02 2.9260e-02 1.3943e-02 
2 2.8971e-02 1.9013e-02 9.9577e-03 
3 1.7320e-02 1.0945e-02 6.3750e-03 
4 1.6395e-02 1.0004e-02 6.3909e-03 
5 1.7098e-02 8.1775e-03 8.9208e-03 
6 9.8871e-02 7.8303e-03 9.1040e-02 
7 inf inf inf 
8 nan nan nan 
9 nan nan nan 
10 nan nan nan 
11 nan nan nan 
12 nan nan nan 
13 nan nan nan 
14 nan nan nan 
15 nan nan nan 
16 nan nan nan 
17 nan nan nan 
18 nan nan nan 
19 nan nan nan 
20 nan nan nan 
